userId,movieId,rating,timestamp
78,2700,5.0,1344469934
504,1923,4.0,904376715
567,858,5.0,1436823288
282,3107,3.5,1111494022
529,2065,5.0,960053260
671,1223,3.0,1064891236
509,2348,4.0,1037843635
207,431,0.5,1258439904
614,2849,2.0,1010620036
564,57,4.0,974842470
102,3730,5.0,959975991
405,2398,3.5,1061363274
119,1085,5.0,989623184
468,25764,4.5,1296194930
640,62,5.0,860950846
73,19,1.5,1255501766
273,91500,5.0,1466946157
492,690,4.0,898111214
580,2105,4.0,1167160214
388,6552,4.5,1061792831
108,377,4.0,843302196
300,2985,3.0,1108049541
654,1073,3.5,1145391888
30,3204,4.0,951010161
194,480,3.0,848098264
497,1956,4.0,940364400
466,2506,4.0,947735412
408,1394,5.0,933033913
472,7153,2.0,1075915476
195,3178,1.0,975417146
652,4724,5.0,1442084916
407,3972,3.0,987445638
564,3551,3.0,974711125
564,2876,2.0,974714026
514,588,4.0,853894895
48,60684,3.5,1322167566
73,3360,3.5,1279948734
380,6502,3.5,1072749195
380,36708,4.0,1171815526
576,552,3.0,1005426498
466,2501,4.0,944898002
103,1580,3.0,1117403717
463,3967,4.0,1051210278
575,5232,4.0,1018058258
218,410,3.5,1163106580
599,79588,3.5,1344134887
353,45431,2.0,1157287533
65,1299,5.0,945150037
602,371,3.0,842358638
231,1252,3.0,977005387
453,185,5.0,994621902
564,1845,4.0,974713644
328,7826,3.0,1147996404
667,296,5.0,847271221
655,520,2.0,1470074239
637,50,5.0,1343134397
564,4010,1.0,976224647
537,412,5.0,879520668
580,2916,4.0,1244827901
303,31284,3.5,1299489529
547,81641,3.5,1305481034
415,150,3.0,848984676
659,452,4.0,834693762
547,2363,4.0,1022676793
562,317,3.0,1167429068
73,553,4.0,1311651342
178,951,2.5,1437422833
34,316,4.0,973747797
547,4246,2.0,1050243493
472,8949,4.0,1156728270
311,262,3.0,898008186
128,4865,2.0,1049682909
73,1862,1.0,1255589167
624,4812,3.0,1019125648
637,318,5.0,1343134386
522,784,2.5,1391374587
14,2355,2.0,976244179
580,46970,2.5,1217950951
463,608,4.0,1049913631
551,637,4.0,843274837
433,32587,4.0,1417929934
128,3594,4.0,1049690750
373,2380,1.0,939037390
118,1214,5.0,951008798
358,2012,2.0,957794883
95,1321,5.0,1019023029
475,98961,4.0,1446908492
269,1483,2.0,883223566
149,1676,3.5,1436923511
564,1641,5.0,974832795
580,71732,3.0,1269894660
522,74458,3.5,1391349958
522,8528,4.0,1391352874
15,98154,0.5,1425876388
299,1965,5.0,1344177340
602,45,4.0,842358826
187,147,4.0,1241388228
620,65585,1.5,1455531827
550,1921,5.0,959486882
596,3793,3.5,1138658296
65,1956,3.0,945149834
529,780,1.0,960265345
564,1466,4.0,974841269
15,3128,4.0,997938931
518,2141,4.0,945369271
641,11,4.0,834636769
502,1059,4.0,861302362
520,1060,4.0,1142028071
255,7162,3.0,1236985496
153,32,5.0,1046740237
102,3671,4.0,959975744
518,1097,5.0,945362431
109,543,4.5,1153229872
592,1370,5.0,995421934
654,2985,5.0,1145392343
23,954,5.0,1148669329
564,1173,2.0,974714165
294,2139,3.0,1048537566
138,86911,3.0,1440380782
61,5349,4.5,1216050540
468,531,3.0,1296198340
19,16,5.0,855191930
547,4024,3.0,1053768465
41,1374,4.5,1093887459
77,3418,0.5,1183920246
529,141,3.0,959966607
378,4022,3.0,1443294370
102,2872,3.0,957894309
212,838,4.0,1218401751
475,79695,1.0,1447269094
654,4678,3.5,1145389991
212,61248,3.5,1227936275
577,357,4.5,1111475347
570,3977,2.5,1475783775
306,2259,2.0,956081725
412,2724,3.0,993090603
248,3062,5.0,1031528856
195,3527,3.0,975417105
255,3257,1.5,1236983551
480,356,2.0,1339456579
342,527,5.0,945123389
654,3044,5.0,1145390762
306,1954,4.0,939901214
56,91199,4.0,1467092472
1,2294,2.0,1260759108
664,4776,4.5,1343746361
547,113938,3.5,1444845681
97,1136,4.0,1460342440
427,51884,3.5,1177171121
125,318,5.0,1244537564
104,150,4.0,1446674277
664,49278,4.0,1393890553
564,165,4.0,974839108
66,1198,5.0,974600461
585,417,4.0,974607762
468,837,3.0,1296201324
236,5291,4.5,1109967445
175,1270,3.0,1052835731
245,3753,5.0,1012191817
533,3194,3.0,965317882
307,3173,3.5,1209039410
664,81562,3.5,1393891326
311,6785,3.5,1064962255
547,6254,3.5,1136761772
247,196,4.0,953361274
457,920,2.0,1471385324
564,288,3.0,974839143
270,76093,3.0,1469306154
461,2473,1.0,1090909280
255,31956,2.5,1236981189
199,74532,3.5,1272841758
358,2255,1.0,957794949
596,786,3.0,1142088659
468,34321,2.0,1296191556
463,2797,4.0,1049923960
486,64614,3.5,1464120712
130,1080,0.5,1138998296
93,41566,4.0,1304992905
654,4886,5.0,1145390136
470,2746,3.0,1232976327
176,2700,1.0,1341002755
58,1127,2.0,961127638
22,4383,3.5,1131663565
665,5502,4.0,1046967596
371,60069,4.0,1462746392
564,1410,3.0,974838288
372,2390,3.0,958004180
648,44195,4.0,1162668701
641,364,4.0,834636704
96,25947,5.0,1223256567
213,7001,2.0,1462644086
426,3114,3.0,1312723229
529,26325,4.0,1303320956
564,3683,5.0,974710704
213,457,4.0,1462637705
38,58559,4.5,1389722628
316,103341,4.0,1460823214
201,494,3.0,1110498312
518,1479,3.0,945361935
405,2245,2.0,1061363519
423,7482,4.0,1356121341
380,68954,4.5,1245594146
598,5575,1.0,1031461928
577,1132,5.0,1111550870
263,1374,2.5,1117842084
119,2080,3.0,913211160
48,2455,2.5,1412471207
620,96588,4.0,1455531733
547,43351,3.0,1234797807
529,728,4.0,1070400952
505,25827,3.5,1340407857
439,5620,2.0,1041112970
530,1042,4.0,879014588
30,3104,4.0,945115767
564,3771,4.0,974713375
430,25,4.5,1111579872
105,198,4.0,1088058689
562,36,4.0,1167428880
138,77658,4.5,1440379355
564,2457,3.0,974716091
150,33493,4.0,1130905770
654,1375,4.0,1145392438
462,186,2.5,1115312258
262,8640,2.5,1433945032
184,555,4.0,833524925
511,720,5.0,829351964
626,1682,5.0,974778511
81,52528,4.0,1307172373
624,4709,3.0,1019128600
214,3793,5.0,978128460
457,2459,3.5,1471386054
48,54272,2.5,1317417320
480,37731,1.5,1339455993
315,39,1.0,1046663491
500,55267,3.0,1228946868
606,858,5.0,1380350440
164,1704,4.0,1182287580
15,3626,3.0,997937961
140,5989,4.0,1398069787
287,135436,5.0,1469161436
193,2683,5.0,971216337
624,91542,2.5,1359988215
23,1552,3.0,1148669048
228,111362,4.0,1449332492
243,5433,3.0,1094222221
130,1022,4.0,1139000177
294,6355,4.5,1112390505
558,3173,3.0,976042500
647,926,5.0,947292496
85,543,4.0,837512561
580,85,4.0,1155485539
186,5618,4.5,1295459618
282,3861,5.0,1111494658
624,5785,4.0,1093768355
163,3717,3.5,1390776583
132,296,4.5,1284656495
397,2761,3.5,1268905102
481,64278,5.0,1437007686
393,1580,1.5,1058472377
41,1372,4.0,1093887228
607,2109,3.5,1118246714
439,5015,5.0,1041113375
15,265,1.0,1058250479
299,3267,4.0,1344188843
629,610,3.0,841414108
480,54997,4.5,1272668055
273,7153,5.0,1466945514
562,6333,4.5,1167427075
23,1704,3.5,1148729054
306,2313,3.0,939814918
388,2023,4.0,946528959
641,292,4.0,834636305
124,593,3.5,1147862163
185,2858,5.0,1003524311
83,750,5.0,1156205385
402,1377,3.5,1462947708
380,1476,4.0,949367818
83,235,4.5,1156207393
16,3623,4.0,1137577753
105,733,3.0,1100533457
15,46972,3.5,1374637631
501,78772,1.5,1309492916
599,356,4.0,1329891795
475,105504,3.5,1447268392
624,1035,4.0,1019140874
56,128620,5.0,1467003913
509,2028,3.0,939340016
195,1226,3.0,976288931
19,513,1.0,855193700
102,2883,4.0,958248928
239,2247,3.0,991861141
287,1367,4.0,1470168991
176,1682,3.0,1340715465
152,1704,2.0,1335948255
23,8529,2.0,1148729024
133,104879,3.0,1416151814
380,96110,3.0,1357606431
457,70,3.0,1471383662
307,1193,4.0,1209125973
274,1682,3.0,1074104722
15,52245,1.5,1349622540
311,1124,3.0,898008492
95,2428,4.0,1018815786
409,434,4.0,831090605
653,1580,5.0,948161400
612,4239,3.5,1455642799
290,5445,4.0,1445337232
72,47,3.5,1461784392
306,628,4.0,941549001
486,102445,2.5,1464121570
432,4235,5.0,1138382289
515,69757,4.0,1286399369
10,1210,4.0,942767258
130,720,4.0,1138997913
547,40583,4.0,1213604530
56,1358,4.0,1467006852
268,3996,4.0,1314894637
412,2028,4.0,993087974
311,3448,3.5,1094585535
575,543,2.0,1018059818
165,4775,2.0,1111481159
472,5507,3.0,1031894362
119,1713,3.0,913057714
433,59369,3.5,1417930374
580,30810,4.0,1156127887
130,2455,3.0,1139003192
335,858,5.0,1232148481
216,783,4.0,1095792235
564,804,4.0,974715792
48,59784,3.5,1318796568
15,39,2.5,1093028334
292,2396,4.5,1140050535
287,88345,4.0,1470888620
452,608,5.0,976423675
466,1265,4.0,944977357
30,158,3.0,945277588
494,5418,4.0,1342748332
533,1962,4.0,965317961
73,34162,3.0,1257228496
309,1196,5.0,1114567080
208,7348,4.0,1402191360
117,47099,4.5,1320637244
427,8464,5.0,1088952199
300,1527,4.0,1108043979
316,49272,4.0,1460823553
105,1965,4.0,1085579802
15,441,4.0,997938322
615,589,4.0,1408779769
119,2313,5.0,913052756
564,2616,4.0,974839236
215,913,5.0,860561181
564,3445,3.0,974843921
539,1270,3.0,951928751
418,1882,3.5,1132180397
522,86911,3.5,1391349110
497,1041,2.0,939768028
547,4279,2.0,1021196325
289,1296,3.5,1328935449
381,3114,5.0,1018682469
313,5502,3.5,1101034445
30,4318,4.0,994458330
575,1411,5.0,1012604741
187,1097,3.5,1228072722
160,539,5.0,974256628
157,73808,4.5,1292890961
150,3821,2.0,1114305883
358,1266,5.0,957481628
243,903,4.0,1094224626
213,2571,4.0,1462633918
220,2110,3.0,970508345
418,780,4.5,1132178180
73,6157,0.5,1255503002
407,2997,5.0,962646563
385,185,3.0,836679099
23,3176,5.0,1148672449
157,2985,3.0,1292451917
91,85414,5.0,1448798233
509,1231,4.0,940015505
224,232,4.0,828214012
599,86817,5.0,1344134615
33,4662,4.0,1032676888
36,318,4.0,847056636
187,1485,3.5,1230417226
157,51255,3.0,1295662855
661,2352,3.0,1190265500
247,2642,3.0,953189081
597,1284,5.0,940708672
212,7303,3.0,1228783270
580,6936,3.5,1165291448
537,176,4.0,879502488
580,4878,5.0,1155616414
520,466,1.5,1142024182
205,5952,3.5,1442886850
151,344,3.0,847296625
159,27838,4.5,1183519581
212,7293,4.0,1218401665
518,2403,3.0,945369954
23,3618,3.0,1148669465
452,1221,5.0,1002939818
514,318,5.0,853893691
71,3965,4.0,974659696
626,2723,1.0,974769446
69,1020,4.5,1348153603
309,3552,5.0,1122487408
461,2003,3.5,1090908460
457,4734,2.0,1471386123
308,1330,5.0,854376843
546,33004,5.0,1301166503
632,593,5.0,1263871107
656,1269,5.0,986242886
15,8641,3.0,1349622612
547,1251,5.0,974809897
547,4801,4.5,1117286623
70,671,3.0,853954729
369,296,4.0,847465334
492,213,2.0,898110739
84,5459,3.5,1429911098
152,4027,5.0,1335949459
72,3949,3.5,1461784442
522,82852,2.5,1391374855
111,1682,3.0,1098044660
77,3703,4.0,1163265861
547,53123,4.0,1181438556
149,44199,4.0,1436924115
547,1187,3.0,981314334
262,8874,5.0,1433899280
474,2858,3.0,977201760
243,364,3.5,1094223532
176,3948,0.5,1341002119
563,106916,4.5,1391161163
128,1777,4.0,1049683603
242,350,4.0,956685998
596,1183,0.5,1138661846
528,2427,3.0,1143758251
15,231,3.5,1093028308
468,26614,3.0,1296197256
588,6,4.0,842298338
99,647,4.0,947519527
306,3016,4.0,965849328
189,3452,2.0,968094632
427,51418,1.0,1177170996
596,141,4.0,1138658777
618,1208,5.0,1009556476
297,37384,3.5,1318706129
500,4308,2.5,1228946232
590,589,4.0,848677496
427,7382,3.5,1088952195
279,165,3.0,838231181
501,81591,3.0,1309492869
242,3421,4.0,956689083
344,1344,3.0,850727992
546,216,5.0,1303006754
580,508,2.0,1165900665
423,1588,1.0,1353701200
624,39444,3.0,1184426926
30,2083,4.0,960818505
124,4306,5.0,1147861207
250,57669,4.5,1469807533
175,1196,5.0,1052836299
20,1378,3.0,1224042777
456,7143,4.0,1432308343
562,300,4.0,1167428894
119,1136,5.0,913681021
62,91535,3.0,1451708608
224,334,3.0,828214012
152,1296,1.0,1335899988
371,105585,2.0,1462868905
77,2985,3.5,1163277606
179,67734,3.5,1436670449
468,33660,3.0,1296197485
236,1693,3.0,1109970511
515,2739,5.0,1285890767
53,2700,1.0,955192739
371,56782,4.0,1462746746
627,2231,4.0,1201389060
235,805,4.0,1111557865
94,8645,3.5,1292392653
239,372,4.0,991860635
313,4963,4.0,1105353952
514,452,3.0,853894670
411,1584,4.0,944930722
380,333,4.0,949367975
294,917,3.5,1119924534
285,505,4.0,965092943
575,952,3.0,1012597648
165,3973,0.5,1111611914
73,103249,2.5,1454042845
379,3273,2.0,1378179779
608,3114,4.0,958825417
134,8464,4.0,1361246742
203,48872,3.5,1226321680
520,4306,2.0,1142028560
562,2291,4.0,1167429099
23,1172,5.0,1148670101
49,2406,4.0,978039753
633,590,4.0,848517899
308,376,4.0,854376201
177,832,4.0,907380820
200,36529,5.0,1437933015
633,150,4.0,848517899
480,780,4.5,1272666627
644,2858,4.0,944933227
199,80906,4.0,1303602834
30,1864,3.0,945279097
232,1275,4.0,955087200
547,3653,4.0,1021195916
118,2871,5.0,951009322
431,2000,4.0,1136308735
457,842,2.0,1471386386
553,5816,4.5,1423011145
268,150,4.5,1314894059
212,51255,4.0,1270703173
195,3552,2.0,976289373
428,1222,5.0,1304141286
475,103228,4.0,1447255654
15,2671,4.0,997939653
350,4874,5.0,1027357068
259,288,2.0,949949305
574,231,2.5,1232915082
564,1298,4.0,974713786
493,377,4.0,954685326
461,3752,2.5,1090908175
75,1297,3.0,1143048004
78,5872,5.0,1344530381
664,7827,4.5,1343762685
78,43679,4.5,1344470539
573,2028,5.0,946616396
22,6934,2.0,1131663158
295,7701,2.5,1112544443
371,2571,5.0,1462734412
616,17,3.0,860572913
311,2313,3.0,1076969310
150,2722,2.5,1114308289
254,457,4.0,845157248
624,2382,2.0,1028111003
624,103253,2.5,1408991160
118,1653,3.0,951008828
382,5377,2.5,1371780706
575,3793,1.0,1018058696
57,635,5.0,907763101
472,45501,3.0,1161358124
519,1213,5.0,1471150621
73,4744,1.5,1255594879
548,141,4.0,857405395
605,541,3.0,980175465
48,924,4.5,1425959805
664,69524,4.5,1441100722
353,34048,2.0,1121586417
28,902,5.0,938944550
569,1918,3.0,965071013
472,1947,3.0,939692037
452,5459,2.5,1077114410
665,253,4.0,995233600
388,2413,3.0,946532221
286,150,5.0,979179600
119,1804,3.0,913128356
608,2194,4.0,939462045
134,3793,4.5,1361245788
644,24,3.0,944933494
15,76738,2.5,1379040852
19,380,3.0,855191228
564,3028,4.0,974712505
463,5481,1.0,1051215067
105,1961,4.0,1085579817
283,8970,3.0,1118808697
243,3578,4.5,1094224130
562,45722,4.5,1167427735
509,3189,4.0,1037842728
536,296,5.0,829471721
638,898,3.5,1307558493
468,56152,3.0,1296198351
92,380,4.0,848525510
640,36,5.0,860950972
468,42163,3.5,1296194165
144,329,3.0,837455359
394,2028,1.0,1298378829
540,7293,4.5,1168075132
342,509,4.0,945126150
362,1219,4.0,1217952929
628,3363,4.0,1357725143
201,1136,5.0,1110498354
627,208,3.0,1201381484
15,5792,4.0,1054449327
285,1405,2.0,965542855
199,78160,4.0,1309696123
232,2194,5.0,955086826
553,91658,3.0,1423010080
388,3481,4.5,1167703847
15,134853,1.0,1458505921
468,3022,5.0,1296194944
42,1196,5.0,1473258161
219,1197,5.0,974476860
585,1958,4.0,975363316
564,3576,5.0,974708761
285,2385,3.0,965092654
198,1148,5.0,1068822816
49,258,1.0,978040922
433,11,1.5,1417930769
196,3005,4.0,959223827
547,110858,1.5,1398810847
213,92420,3.0,1462644087
615,106782,4.0,1408779043
564,931,4.0,974713279
452,168,3.0,976420942
648,608,4.0,1279713124
38,2000,3.0,1416075336
308,524,4.0,854377067
467,2997,4.0,943804760
30,3556,4.0,994279619
665,3857,2.0,1046966868
547,899,5.0,974777482
547,3028,3.0,1053171438
23,37733,3.5,1148730331
391,1262,3.0,891533701
380,65230,2.5,1325192031
431,4326,5.0,1165546460
312,589,5.0,959931296
627,2683,1.5,1201381060
214,1674,4.0,950123425
461,597,4.5,1091958472
463,628,4.0,1051643257
251,356,5.0,1476478274
5,344,3.5,1163373636
217,2792,4.5,1108160507
262,111486,2.0,1433956476
575,3175,5.0,1018057072
72,99114,3.5,1461778748
416,585,3.0,841446890
580,1027,2.5,1156127756
475,53972,2.5,1447239537
412,367,4.0,993089642
367,41716,2.5,1138381438
324,2174,4.0,1451524542
60,4973,4.5,1125829233
358,2018,4.0,957534930
20,38038,4.5,1238730751
212,3269,2.5,1228113367
496,105,5.0,834060152
306,3686,4.0,959197101
575,1271,5.0,1012605331
612,45447,3.0,1455642757
30,1674,5.0,945123741
624,6218,2.0,1059305279
199,44761,2.5,1230436250
200,455,3.0,1438019776
624,61352,3.5,1314445026
621,6807,5.0,1116476143
93,339,4.5,1304992536
247,575,2.0,953362749
297,1274,4.0,1318703033
461,778,4.0,1090907894
382,2485,2.0,1371828438
468,50872,4.0,1296197506
363,260,5.0,942345584
250,2858,4.5,1469700626
81,60950,3.0,1307169533
168,592,3.0,848866570
349,3744,2.0,1019266438
19,64,2.0,855193770
395,2406,2.0,953006694
82,590,4.0,835973379
33,4247,3.0,1034930190
184,231,3.0,833524803
225,253,5.0,845565809
475,51939,2.0,1447778934
597,2699,4.0,940707412
5,5266,3.5,1163374995
81,43899,3.0,1307178303
522,90405,4.0,1391349194
472,6461,5.0,1156728563
457,7317,2.0,1471386217
465,4246,4.5,1170653260
547,77808,2.5,1273877945
564,1125,5.0,974832931
294,2826,3.0,1071696235
158,58559,4.0,1231503014
15,2997,5.0,997938310
265,1193,4.0,960056420
380,3615,3.0,962915584
165,1517,2.5,1111481904
574,47200,3.5,1232914765
276,2294,3.5,1321811998
109,16,3.5,1153229790
534,2826,4.0,973376196
598,70,2.0,1007344460
505,1617,3.5,1340404916
365,68554,3.0,1359308770
250,165,4.5,1469700664
123,2707,2.0,994020942
471,5459,3.0,1239747191
262,3727,2.0,1433901320
563,60069,4.0,1378623955
573,1641,4.0,946616487
7,357,3.0,851867436
300,2006,3.5,1086011506
461,2761,4.5,1091067329
527,500,1.0,1281233710
654,2268,5.0,1145392179
472,241,1.0,962171468
232,750,4.0,955085423
457,4480,2.0,1471386631
308,500,2.0,854377117
353,44004,2.5,1145524725
509,899,3.0,940018759
509,6710,3.0,1093279808
60,2115,3.5,1125828850
111,3852,3.5,1097514767
388,2918,5.0,946523184
165,8667,2.0,1111610219
471,2706,3.5,1239657816
587,1923,5.0,1111102358
15,1249,3.0,997938500
117,1307,4.5,1320639878
213,6541,3.5,1462638131
514,1347,4.0,853894723
15,112,2.5,1093070156
23,8970,4.5,1148672765
624,4085,5.0,1019127444
665,3481,3.0,993179667
380,7254,4.0,1113713008
480,2161,4.0,1339455311
212,345,2.5,1218403136
468,932,3.0,1296190207
564,3807,5.0,974714374
322,3706,5.0,974698870
626,2491,3.0,974769585
362,6807,3.5,1218567060
514,923,5.0,853893761
108,339,3.0,843302111
600,588,5.0,1431956328
48,1258,4.0,1322169973
262,42723,3.0,1434026442
596,18,3.5,1139403101
471,292,3.0,1251234423
160,2858,3.0,974255556
620,115617,4.0,1455532414
384,54286,3.5,1205625536
265,3167,4.0,960060545
4,2770,1.0,949896521
236,7064,3.0,1109968433
412,588,4.0,993088492
324,500,4.0,1451524282
587,1234,4.5,1111336661
73,112,3.5,1348568488
611,4369,4.0,1471522157
119,1208,5.0,952581061
430,5669,4.5,1111579167
187,1673,5.0,1230360554
15,157667,1.5,1465793630
544,64499,5.0,1435790789
430,1214,4.0,1172908713
479,69757,5.0,1409093767
553,5378,5.0,1423011588
115,1148,4.5,1107034130
164,2683,4.0,1179531258
358,1265,5.0,957479179
642,969,4.0,881526394
564,830,4.0,974837418
23,38038,4.0,1148670525
232,1203,5.0,955092635
475,56367,3.5,1447072226
128,4639,3.0,1049684159
203,934,2.5,1226321225
624,26750,3.0,1177618482
70,62,5.0,853954235
149,98809,3.0,1436920652
519,3608,4.0,1469927088
232,2629,4.0,955091783
212,1407,2.0,1227938069
483,3702,4.0,1465389629
430,357,4.0,1172909132
407,8784,4.0,1108662579
294,1198,4.5,1055278751
102,1292,5.0,957895947
397,3688,2.5,1268904440
452,3189,3.0,983405457
365,6378,4.0,1359307200
628,1321,2.5,1357725139
587,1136,4.0,1111336962
654,7458,4.0,1145394441
275,100383,4.5,1381961186
73,6534,0.5,1257229292
497,1288,4.0,940364200
518,2900,3.0,945367147
407,1719,5.0,962646348
387,3308,4.0,974671165
563,33794,4.0,1380302577
396,168,2.0,834998490
30,532,2.0,945277742
287,80463,4.5,1469161990
110,227,4.0,840100758
380,1586,1.0,949367256
605,1021,5.0,980174852
403,141,3.0,850779492
261,19,5.0,1101666126
137,594,3.0,946412403
346,2600,2.0,1044651135
132,2135,4.0,1283414426
348,1345,5.0,960839485
299,6709,4.0,1344188835
254,318,4.0,845157265
344,778,5.0,850724146
381,4014,3.0,1018683267
384,6502,2.0,1154253026
268,953,5.0,1314911389
355,480,3.5,1130104814
615,68157,4.5,1408778686
598,5048,1.0,1014588958
312,171,4.0,959933777
214,292,3.0,979953037
359,1015,2.0,1339227101
31,2959,5.0,1273542969
6,2571,1.0,1109258202
30,3152,4.0,945115767
294,2102,3.0,1048537542
294,33679,4.0,1119067149
